init_query	rep_query	sys_num	sys_name
как оформить простой для сотрудников в графике сменности	как оформить простой для сотрудников в графике сменности 	 2 	 Система Кадры
186 тк рф	186 тк рф 	 2 	 Система Кадры
испытательный срок для молодого специалиста не по специальности	Испытательный срок для молодого специалиста не по специальности 	 2 	 Система Кадры
тк работа в ночное время	тк работа в ночное время 	 2 	 Система Кадры
штраф за не квотирование мест инвалидам	Штраф за не квотирование мест инвалидам 	 3 	 Система Юрист
уволить одинокую	уволить одинокую 	 2 	 Система Кадры
трудовой договор с генеральным директором основание срочности	трудовой договор с генеральным директором основание срочности 	 2 	 Система Кадры
как выбрать нормы сиз	как выбрать нормы сиз 	 6 	 Система Охрана труда
выгрузка жби	Вопрос: выгрузка жби 	 14 	 Система Промбезопасность
штрафы за нарушения в составлении графиков отпусков	Штрафы за нарушения в составлении графиков отпусков 	 2 	 Система Кадры
заявление на переход электронной тк	заявление на переход электронной тк 	 2 	 Система Кадры
что входит в общую заболеваемость	Вопрос: что входит в общую заболеваемость 	 8 	 Система Медицина
гост р исо 15489-1.	Вопрос: гост р исо 15489-1 	 9 	 Система Культура
как перевести на другую работу	как перевести на другую работу 	 2 	 Система Кадры
индексация не начисляется в период прогулов	индексация не начисляется в период прогулов 	 2 	 Система Кадры
должность одна - оклады разные. как избежать рисков	должность одна - оклады разные. как избежать рисков 	 2 	 Система Кадры
срок прописки иностранный гражданин	Система Юрист 	 3 	 Система Юрист
как часто утверждаются нормы выдачи сиз	как часто утверждаются нормы выдачи сиз 	 6 	 Система Охрана труда
постановлении № 766	постановлении № 766 	 5 	 Система Госзаказ
какой срок действия справки об отсутствии судимости?	какой срок действия справки об отсутствии судимости? 	 3 	 Система Юрист
согласие работника о переходе на электронный документооборот	согласие работника о переходе на электронный документооборот 	 2 	 Система Кадры
при сокращении штата должны ли мы предложить должность совместителя	При сокращении штата должны ли мы предложить должность совместителя 	 2 	 Система Кадры
119-фз	Вопрос: 119-фз 	 5 	 Система Госзаказ
справка с места работы о выплате компенсации части родительской платы	Система Кадры 	 2 	 Система Кадры
дистанционный работник нужно ли вести трудовую книжку	дистанционный работник нужно ли вести трудовую книжку 	 2 	 Система Кадры
работа в выходной день без повышенной оплаты как обозначить в табеле	работа в выходной день без повышенной оплаты как обозначить в табеле 	 2 	 Система Кадры
сколько дней положено работнику если он сдал кровь после ночной смены и в этот же день пошел в ночь	Сколько дней положено работнику если он сдал кровь после ночной смены и в этот же день пошел в ночь 	 2 	 Система Кадры
трудовой кодекс, ст. 261	трудовой кодекс, ст. 261 	 2 	 Система Кадры
приказ об отмене приказа о приеме на работу	Приказ об отмене приказа о приеме на работу 	 2 	 Система Кадры
сколько ставок может иметь сотрудник по внутреннему совместительству	Система Кадры 	 2 	 Система Кадры
время в пути при разъездном характере работы	Вопрос: время в пути при разъездном характере работы 	 2 	 Система Кадры
сервисы	Вопрос: сервисы 	 11 	 Система Генеральный директор
сколько часов за рулем может находиться сотрудник с разъездным характером работы	Система Кадры 	 2 	 Система Кадры
запрещено ли хранить заявления ол приеме вместе с приказами о приеме	Запрос: запрещено ли хранить заявления ол приеме вместе с приказами о приеме 	 2 	 Система Кадры
трудовой договор с практикантом от училища	трудовой договор с практикантом от училища 	 2 	 Система Кадры
приказ об ответственном на сдачу отчета ефс-1	Приказ об ответственном на сдачу отчета ефс-1 	 1 	 Система Бухгалтер
идеальный трудовой договор	идеальный трудовой договор 	 2 	 Система Кадры
северные надбавки	северные надбавки 	 2 	 Система Кадры
т. 255 тк, ч. 1 ст. 2, ч. 1-2 ст. закона 13-фз от 29.12.2006 № 255-фз, подп. а п. 10 и п. 14п	Вопрос: т. 255 тк, ч. 1 ст. 2, ч. 1-2 ст. закона 13-фз от 29.12.2006 № 255-фз, подп. а п. 10 и п. 14п 	 2 	 Система Кадры
сотрудник вернулся с сво и не дает о себе знать	Система Кадры 	 2 	 Система Кадры
можно ли при командировке не выписывать командировочное удостоверение	можно ли при командировке не выписывать командировочное удостоверение 	 2 	 Система Кадры
как принять врача-стажера	как принять врача-стажера 	 8 	 Система Медицина
приказ на отгул нужен	Приказ на отгул нужен 	 2 	 Система Кадры
отзыв из отпуска без сохранения	Отзыв из отпуска без сохранения 	 2 	 Система Кадры
положения о воинском учете для сотрудников	положения о воинском учете для сотрудников 	 2 	 Система Кадры
подсобный рабочий в справочнике разряд	Вопрос: подсобный рабочий в справочнике разряд 	 2 	 Система Кадры
положение о премиальной системе оплаты труда	Вопрос: положение о премиальной системе оплаты труда 	 2 	 Система Кадры
организация субботника	Вопрос: организация субботника 	 10 	 Система Управление многоквартирным домом
подготовка и защита выпускной квалификационной работы учебный отпуск	подготовка и защита выпускной квалификационной работы учебный отпуск 	 7 	 Система Образование
может ли декретница взять отпуск наперед	может ли декретница взять отпуск наперед 	 2 	 Система Кадры
образец запись в трудовую перевод с временной работы на постоянную	Образец запись в трудовую перевод с временной работы на постоянную 	 2 	 Система Кадры
приостановление действия, окончание срока действия, аннулирование разрешения на привлечение и использование иностранных работников, за исключением случаев, установленных федеральными законами или	Вопрос: приостановление действия, окончание срока действия, аннулирование разрешения на привлечение и использование иностранных работников, за исключением случаев, установленных федеральными законами или 	 2 	 Система Кадры
технический перерыв	Вопрос: технический перерыв 	 10 	 Система Управление многоквартирным домом
допсоглашение о возложении обязанности	Допсоглашение о возложении обязанности 	 3 	 Система Юрист
расчет северного стажа москва	расчет северного стажа москва 	 2 	 Система Кадры
перердача кадровых документов при увлольнении	перердача кадровых документов при увлольнении 	 2 	 Система Кадры
компенсация вместо отпуска за ненормированный рабочий день	компенсация вместо отпуска за ненормированный рабочий день 	 2 	 Система Кадры
заявление на увольнение отправить через мессенджер	заявление на увольнение отправить через мессенджер 	 2 	 Система Кадры
окз управление персоналом	окз управление персоналом 	 2 	 Система Кадры
работник сдал кровь в свой выходной	Работник сдал кровь в свой выходной 	 2 	 Система Кадры
пвтр заемного персонала	Вопрос: пвтр заемного персонала 	 2 	 Система Кадры
выведение ставок из одного отделения в другое с работниками как называется процедура	выведение ставок из одного отделения в другое с работниками как называется процедура 	 2 	 Система Кадры
инженер отдела подготовки и проведения ремонтов профстандарт	инженер отдела подготовки и проведения ремонтов профстандарт 	 14 	 Система Промбезопасность
судебная практика по срочным трудовым договорам	Судебная практика по срочным трудовым договорам 	 3 	 Система Юрист
по какой форме уведомить военкомат о смене места регистрации работника	по какой форме уведомить военкомат о смене места регистрации работника 	 2 	 Система Кадры
дополнительное соглашение о снятии доплаты за совмещение	Дополнительное соглашение о снятии доплаты за совмещение 	 3 	 Система Юрист
заявление о приеме на работу на время декрета	заявление о приеме на работу на время декрета 	 2 	 Система Кадры
перевод сотрудницы на другую должность	перевод сотрудницы на другую должность 	 2 	 Система Кадры
могут ли уволить сотрудника, если он отказался от понижения	могут ли уволить сотрудника, если он отказался от понижения 	 2 	 Система Кадры
19-02/124022л	Вопрос: 19-02/124022л 	 1 	 Система Бухгалтер
воинский учет какие документы	воинский учет какие документы 	 2 	 Система Кадры
приказ № 1-т о приеме обязательство применения	Приказ № 1-т о приеме обязательство применения 	 2 	 Система Кадры
приказ об изменении графиков работы образец	Приказ об изменении графиков работы образец 	 2 	 Система Кадры
запись о ошибке в трудовой	Запрос: запись о ошибке в трудовой 	 2 	 Система Кадры
норма часов врач ультразвуковой	Вопрос: норма часов врач ультразвуковой 	 8 	 Система Медицина
уборщик производственных и служебных помещений	уборщик производственных и служебных помещений 	 2 	 Система Кадры
должностная инструкция заведующий кдл	Вопрос: должностная инструкция заведующий кдл 	 7 	 Система Образование
сотрудник работал во время больничного	сотрудник работал во время больничного 	 2 	 Система Кадры
режим труда и отдыха	Режим труда и отдыха 	 2 	 Система Кадры
длительность проступка	Вопрос: длительность проступка 	 3 	 Система Юрист
в днр инвалидам положено 30 дней с 2022 года	Вопрос: в днр инвалидам положено 30 дней с 2022 года 	 2 	 Система Кадры
при утере трудовой книжки дубликат выписывается на основании копии трудовой	при утере трудовой книжки дубликат выписывается на основании копии трудовой 	 2 	 Система Кадры
разовые премии входят в средний заработок	Вопрос: разовые премии входят в средний заработок 	 2 	 Система Кадры
в трудовой книжке были ошибочно внесены записи о переводах и увольнение как быть	в трудовой книжке были ошибочно внесены записи о переводах и увольнение как быть 	 2 	 Система Кадры
как перевести сотрудницу на легкий труд и обратно	как перевести сотрудницу на легкий труд и обратно 	 2 	 Система Кадры
районный коэффициент в тюмени	Вопрос: районный коэффициент в тюмени 	 2 	 Система Кадры
109-фз	109-фз 	 5 	 Система Госзаказ
оперативное руководство	Вопрос: оперативное руководство 	 11 	 Система Генеральный директор
дополнительное соглашение к трудовому договору о временном изменении графика работы	дополнительное соглашение к трудовому договору о временном изменении графика работы 	 2 	 Система Кадры
характеристика при увольнении	характеристика при увольнении 	 2 	 Система Кадры
если супруга опекун переходит ли это право на мужа	Вопрос: если супруга опекун переходит ли это право на мужа 	 3 	 Система Юрист
можно ли компенсировать сверхурочную работу по итогам учетного периода	можно ли компенсировать сверхурочную работу по итогам учетного периода 	 2 	 Система Кадры
инженер	инженер 	 10 	 Система Управление многоквартирным домом
увольнение по инициативе работодателя ребенок до трех лет	увольнение по инициативе работодателя ребенок до трех лет 	 2 	 Система Кадры
многодетная мать увольнение	Вопрос: многодетная мать увольнение 	 2 	 Система Кадры
сотрудника отправили на мсэ	Вопрос: сотрудника отправили на мсэ 	 2 	 Система Кадры
сведения о трудоустройстве иностранного гражданина	сведения о трудоустройстве иностранного гражданина 	 2 	 Система Кадры
отметка в свидетельстве о рождении о гражданстве развод	Вопрос: отметка в свидетельстве о рождении о гражданстве развод 	 3 	 Система Юрист
как перейти на электронную трудовую книжку если не работаешь	как перейти на электронную трудовую книжку если не работаешь 	 2 	 Система Кадры
письмо минобрнауки россии от 04.08.2020 № мн-5/7147	письмо минобрнауки россии от 04.08.2020 № мн-5/7147 	 7 	 Система Образование
114-фз	Вопрос: 114-фз 	 5 	 Система Госзаказ
перечень должностей и профессий по которым бронируются граждане	Вопрос: перечень должностей и профессий по которым бронируются граждане 	 2 	 Система Кадры
как составить штатное расписание на военное время	как составить штатное расписание на военное время 	 2 	 Система Кадры
запись в трудовую книжку об увольнении с внутреннего совместительства	Запрос: запись в трудовую книжку об увольнении с внутреннего совместительства 	 Номер системы: 2 	 Название системы: Система Кадры
сокращение во время больничного	Система Кадры 	 2 	 Система Кадры
сколько оплачиваемых дней по больничному можно брать в 2025	Вопрос: сколько оплачиваемых дней по больничному можно брать в 2025 	 2 	 Система Кадры
если приписное у студента	Вопрос: если приписное у студента 	 2 	 Система Кадры
сроки подписания трудового договора	Сроки подписания трудового договора 	 2 	 Система Кадры
специалист по подготовки и проведения ремонтов профстандарт	Вопрос: специалист по подготовки и проведения ремонтов профстандарт 	 14 	 Система Промбезопасность
письмо роструда от 23.12.2022 n пг/31526-6-1	письмо роструда от 23.12.2022 n пг/31526-6-1 	 2 	 Система Кадры
есть ли непрерывный стаж	Вопрос: есть ли непрерывный стаж 	 2 	 Система Кадры
какой должен быть военный билет	какой должен быть военный билет 	 2 	 Система Кадры
воинский учет уведомление	воинский учет уведомление 	 2 	 Система Кадры
стажировка на рабочем месте для производства	Система Кадры 	 2 	 Система Кадры
приступить к работе	Вопрос: приступить к работе 	 2 	 Система Кадры
п 4 указа президента рф от 21.09.2022 № 647 об объявлении частичной мобилизации в российской федерации	Вопрос: п 4 указа президента рф от 21.09.2022 № 647 об объявлении частичной мобилизации в российской федерации 	 2 	 Система Кадры
если пособие до 1,5 лет получала мать, можно ли переоформить на отца	Вопрос: если пособие до 1,5 лет получала мать, можно ли переоформить на отца 	 2 	 Система Кадры
соглашение об изменении статьи увольнения	Система Юрист 	 3 	 Система Юрист
сокращение по срочному договору	Вопрос: сокращение по срочному договору 	 2 	 Система Кадры
должностная инструкция руководителя филиала	Вопрос: должностная инструкция руководителя филиала 	 2 	 Система Кадры
прием на работу лиц без гражданства рф	Прием на работу лиц без гражданства рф 	 2 	 Система Кадры
изменения в персональных данных в 2024 году	Изменения в персональных данных в 2024 году 	 2 	 Система Кадры
можно ли уволить сотрудника по дисциплинарному взысканию находящегося на больничном	можно ли уволить сотрудника по дисциплинарному взысканию находящегося на больничном 	 2 	 Система Кадры
районный коэффициент в саратове	Вопрос: районный коэффициент в саратове 	 2 	 Система Кадры
если человек не хочет работать 2 месяца после предупреждения	Вопрос: если человек не хочет работать 2 месяца после предупреждения 	 2 	 Система Кадры
инструкция п 4	инструкция п 4 	 4 	 Система Финансист
фз об образовании	фз об образовании 	 7 	 Система Образование
отчет о потребности кадров	отчет о потребности кадров 	 2 	 Система Кадры
инженер по ремонту	Вопрос: инженер по ремонту 	 10 	 Система Управление многоквартирным домом
можно ли переводить в выходной день	Вопрос: можно ли переводить в выходной день 	 2 	 Система Кадры
график отпусков договор приостановлен	график отпусков договор приостановлен 	 2 	 Система Кадры
кладовщика подозревают в хищении	кладовщика подозревают в хищении 	 3 	 Система Юрист
пвтр для заемного персонала	Вопрос: пвтр для заемного персонала 	 2 	 Система Кадры
повышение квалификации и присвоение разрядов рабочим	повышение квалификации и присвоение разрядов рабочим 	 2 	 Система Кадры
ст 220 тк рф	ст 220 тк рф 	 2 	 Система Кадры
заявление об оказании материальной помощи в связи со смертью сотрудника родственника	заявление об оказании материальной помощи в связи со смертью сотрудника родственника 	 2 	 Система Кадры
журнал технического обслуживания оборудования	Журнал технического обслуживания оборудования 	 14 	 Система Промбезопасность
иностранец командировка	иностранец командировка 	 3 	 Система Юрист
должностная инструкция заместителя директора по общим вопросам	Вопрос: должностная инструкция заместителя директора по общим вопросам 	 11 	 Система Генеральный директор
больничный с кодом 02 в том числе травма на производстве	больничный с кодом 02 в том числе травма на производстве 	 6 	 Система Охрана труда
сохраняется ли рабочее место за работником призванным на срочную службу	Вопрос: сохраняется ли рабочее место за работником призванным на срочную службу 	 2 	 Система Кадры
как в приказе об увольнении прописать выплату выходного пособия	как в приказе об увольнении прописать выплату выходного пособия 	 2 	 Система Кадры
отчет п 4	Отчет п 4 	 1 	 Система Бухгалтер
перевод на полставки	Перевод на полставки 	 2 	 Система Кадры
как установить норму времени вахтовикам	как установить норму времени вахтовикам 	 2 	 Система Кадры
как считать резерв отпусков у декретниц	как считать резерв отпусков у декретниц 	 2 	 Система Кадры
перевод на электронную	Вопрос: перевод на электронную 	 8 	 Система Медицина
если женщина имеет инвалидность то отпуск по беременности и родам	Вопрос: если женщина имеет инвалидность то отпуск по беременности и родам 	 2 	 Система Кадры
какие документы должен предоставить командирующий	какие документы должен предоставить командирующий 	 3 	 Система Юрист
об аварийно-спасательной службе и статусе спасателя	Вопрос: об аварийно-спасательной службе и статусе спасателя 	 6 	 Система Охрана труда
документы по пожарной безопасности который обязательно должны быть в административном здании	Документы по пожарной безопасности, которые обязательно должны быть в административном здании 	 6 	 Система Охрана труда
в каких случаях не надо согласие работника	Вопрос: в каких случаях не надо согласие работника 	 2 	 Система Кадры
дата в трудовой книжки при досрочном сокращении	Вопрос: дата в трудовой книжки при досрочном сокращении 	 2 	 Система Кадры
нужно ли предоставлять копии документов, подтверждающих право собственности арендодателя на сдаваемое помещение, командируемому сотруднику	нужно ли предоставлять копии документов, подтверждающих право собственности арендодателя на сдаваемое помещение, командируемому сотруднику 	 3 	 Система Юрист
срочный договор	срочный договор 	 3 	 Система Юрист
обязанность работника сообщить у вредных условиях труда по другому месту работы	Обязанность работника сообщить о вредных условиях труда по другому месту работы 	 6 	 Система Охрана труда
профессиональный стандарт специалист по метрологии	Вопрос: профессиональный стандарт специалист по метрологии 	 14 	 Система Промбезопасность
увольнение несоответствие занимаемой должности	увольнение несоответствие занимаемой должности 	 2 	 Система Кадры
с какими приказами необходимо ознакомить по д роспись	с какими приказами необходимо ознакомить по д роспись 	 2 	 Система Кадры
какой окз у главного специалиста	какой окз у главного специалиста 	 2 	 Система Кадры
оплата разъездного характера работы	оплата разъездного характера работы 	 2 	 Система Кадры
определение работник	Определение работник 	 2 	 Система Кадры
банк запрашивает подтверждение	Вопрос: банк запрашивает подтверждение 	 4 	 Система Финансист
длительность больничного у инвалида	длительность больничного у инвалида 	 8 	 Система Медицина
в какой срок поставить иностранца на миграционный учет	Вопрос: в какой срок поставить иностранца на миграционный учет 	 3 	 Система Юрист
реестр контролируемых лиц	реестр контролируемых лиц 	 3 	 Система Юрист
как ввести на предприятии положение об обучении	Как ввести на предприятии положение об обучении 	 7 	 Система Образование
в каких случаях можно урезать должностные обязанности сотрудника	в каких случаях можно урезать должностные обязанности сотрудника 	 2 	 Система Кадры
разливщик стали	Вопрос: разливщик стали 	 14 	 Система Промбезопасность
специалист пто окз	Вопрос: специалист пто окз 	 6 	 Система Охрана труда
федерального закона от 26.02.1997 n 31-фз о мобилизационной подготовке и мобилизации в российской федерации	Вопрос: федерального закона от 26.02.1997 n 31-фз о мобилизационной подготовке и мобилизации в российской федерации 	 3 	 Система Юрист
справка форма 5 для военнослужащих для чего нужна	Вопрос: справка форма 5 для военнослужащих для чего нужна 	 2 	 Система Кадры
образец заявления инвалида на работу в ночное время	образец заявления инвалида на работу в ночное время 	 2 	 Система Кадры
документы подтверждающие квалификационную	Документы подтверждающие квалификационную 	 3 	 Система Юрист
нормы сиз 2025 для генерального директора	нормы сиз 2025 для генерального директора 	 6 	 Система Охрана труда
можно ли уведомление в военкомат отправлять обычным письмом	можно ли уведомление в военкомат отправлять обычным письмом 	 2 	 Система Кадры
отчетность в кадровой службе: куда, в какие сроки и по каким формам сдавать	отчетность в кадровой службе: куда, в какие сроки и по каким формам сдавать 	 2 	 Система Кадры
как внедрить правильно эдо	как внедрить правильно эдо 	 1 	 Система Бухгалтер
доп соглашение при изменении заработной платы	Вопрос: доп соглашение при изменении заработной платы 	 2 	 Система Кадры
отпуск без сохранения участнику боевых действий	Отпуск без сохранения участнику боевых действий 	 2 	 Система Кадры
как правильно поставить даты увольнения при сокращении	как правильно поставить даты увольнения при сокращении 	 2 	 Система Кадры
уполномоченное лицо коллектива	Вопрос: уполномоченное лицо коллектива 	 2 	 Система Кадры
работа на должностях среднего медицинского персонала после 3 курса педиатрии	Работа на должностях среднего медицинского персонала после 3 курса педиатрии 	 8 	 Система Медицина
приказ об утверждении положения о награждении	Приказ об утверждении положения о награждении 	 2 	 Система Кадры
внедрение корпоративной культуры	Вопрос: внедрение корпоративной культуры 	 11 	 Система Генеральный директор
приказе минздрава россии от 28.01.2021 № 29н об утверждении порядка проведения обязательных предварительных и периодических медицинских осмотров работников источник:	приказе минздрава россии от 28.01.2021 № 29н об утверждении порядка проведения обязательных предварительных и периодических медицинских осмотров работников источник 	 8 	 Система Медицина
метод 360	Вопрос: метод 360 	 2 	 Система Кадры
какая ставка для родителя с маленьким ребенком	какая ставка для родителя с маленьким ребенком 	 2 	 Система Кадры
табелирование	Вопрос: табелирование 	 2 	 Система Кадры
обязательно ли делать приказ на отпуск по графику отпусков	Обязательно ли делать приказ на отпуск по графику отпусков 	 2 	 Система Кадры
работа с персональными данными до приема на работу	Работа с персональными данными до приема на работу 	 2 	 Система Кадры
приказ о внедрении зуп	Приказ о внедрении ЗУП 	 2 	 Система Кадры
предупреждения окончания срочного тд	предупреждения окончания срочного тд 	 2 	 Система Кадры
заявление о переводе на график сутки через трое	Заявление о переводе на график сутки через трое 	 2 	 Система Кадры
вредный стаж	вредный стаж 	 6 	 Система Охрана труда
опрос уровень мотивации персонала	Опрос уровень мотивации персонала 	 2 	 Система Кадры
документы обязательные для трудоустройства граждан еаэс	Вопрос: документы обязательные для трудоустройства граждан еаэс 	 2 	 Система Кадры
постановление правления пенсионного фонда российской федерации от 31.10.2022 № 245п	постановление правления пенсионного фонда российской федерации от 31.10.2022 № 245п 	 1 	 Система Бухгалтер
заявление на отгул без содержания	заявление на отгул без содержания 	 2 	 Система Кадры
вахтовый метод работы за и против	Вопрос: вахтовый метод работы за и против 	 2 	 Система Кадры
перевод мобилизованного в другое структурное подразделение	перевод мобилизованного в другое структурное подразделение 	 2 	 Система Кадры
перечень сиз второго класса риска	перечень сиз второго класса риска 	 6 	 Система Охрана труда
декрет работнице которая находится за границей	декрет работнице которая находится за границей 	 2 	 Система Кадры
профессиональный стандарт руководитель разработки	Вопрос: профессиональный стандарт руководитель разработки 	 11 	 Система Генеральный директор
как заполнить форму 7-травматизм пример заполнения	как заполнить форму 7-травматизм пример заполнения 	 6 	 Система Охрана труда
образец трудового договора	Вопрос: образец трудового договора 	 2 	 Система Кадры
если арендодатель требует данные сотрудников	если арендодатель требует данные сотрудников 	 2 	 Система Кадры
прерывание отпуска по уходу за ребенком	прерывание отпуска по уходу за ребенком 	 2 	 Система Кадры
специалист по бережливому производству	Вопрос: специалист по бережливому производству 	 4 	 Система Финансист
отсутствие в связи с прохождением медицинской комиссии для заключения контракта на военную службу	Отсутствие в связи с прохождением медицинской комиссии для заключения контракта на военную службу 	 2 	 Система Кадры
дополнительное соглашение об отмене доплаты	Вопрос: дополнительное соглашение об отмене доплаты 	 3 	 Система Юрист
компенсация льгот	компенсация льгот 	 2 	 Система Кадры
запись в трудовой книжке исправление	Запрос: запись в трудовой книжке исправление 	 2 	 Система Кадры
сотрудник подписал дополнительное соглашение с начислениями больше фактических	Система Кадры 	 2 	 Система Кадры
правила работы с персональными данными	Вопрос: правила работы с персональными данными 	 2 	 Система Кадры
отпуска	отпуска 	 2 	 Система Кадры
должностная инструкция электрослесаря	должностная инструкция электрослесаря 	 14 	 Система Промбезопасность
должностная инструкция начальник службы охраны труда	должностная инструкция начальник службы охраны труда 	 6 	 Система Охрана труда
план испытательного срока	план испытательного срока 	 2 	 Система Кадры
ввести профстандарт на должность маркетолог в организации	ввести профстандарт на должность маркетолог в организации 	 11 	 Система Генеральный директор
